"","Date","sulfate","nitrate","ID"
"12881","2008-07-11",1.08,0.115,11
"12941","2008-07-17",0.902,0.057,11
"13242","2008-08-16",0.732,0.0982,11
"13392","2008-08-31",0.619,0.0999,11
"13422","2008-09-03",0.57,0.0637,11
"13482","2008-09-09",0.528,0.0872,11
"14082","2008-11-08",4.73,1.69,11
"14113","2008-11-11",3.19,1.26,11
"14173","2008-11-17",2.5,1.33,11
"14202","2008-11-20",3.04,0.632,11
"14233","2008-11-23",3.42,1.34,11
"14262","2008-11-26",2.93,0.894,11
"14293","2008-11-29",2.12,1.02,11
"14322","2008-12-02",9.12,1.54,11
"14353","2008-12-05",3.55,1.35,11
"14413","2008-12-11",2.87,0.882,11
"14502","2008-12-20",3.52,1.65,11
"14562","2008-12-26",2.92,0.611,11
"14622","2009-01-01",5.39,1.31,11
"14653","2009-01-04",6.53,0.885,11
"14742","2009-01-13",5.7,1.99,11
"14802","2009-01-19",1.71,0.996,11
"14832","2009-01-22",1.47,0.272,11
"14862","2009-01-25",4.06,2.45,11
"14892","2009-01-28",7.59,1.2,11
"14922","2009-01-31",3.01,0.725,11
"14953","2009-02-03",4.19,0.99,11
"15013","2009-02-09",1.92,0.98,11
"15042","2009-02-12",2.65,1.87,11
"15073","2009-02-15",4.81,2.65,11
"15102","2009-02-18",4.12,1.35,11
"15162","2009-02-24",3.2,1.87,11
"15193","2009-02-27",1.85,0.45,11
"15222","2009-03-02",3.14,1.11,11
"15253","2009-03-05",1.21,0.511,11
"15282","2009-03-08",2.66,0.525,11
"15313","2009-03-11",2.21,1.85,11
"15342","2009-03-14",3.32,0.779,11
"15373","2009-03-17",2.97,0.632,11
"15433","2009-03-23",2.28,0.757,11
"15493","2009-03-29",2.16,0.752,11
"15553","2009-04-04",1.71,0.456,11
"15582","2009-04-07",2.21,1.02,11
"15612","2009-04-10",2.34,0.421,11
"15642","2009-04-13",1.04,0.401,11
"15672","2009-04-16",2.36,0.225,11
"15701","2009-04-19",1.78,0.341,11
"15732","2009-04-22",1.77,0.322,11
"15762","2009-04-25",1.27,0.0996,11
"15793","2009-04-28",1.93,0.176,11
"15822","2009-05-01",1.37,0.253,11
"15853","2009-05-04",2.46,0.193,11
"15913","2009-05-10",1.25,0.142,11
"15973","2009-05-16",0.78,0.124,11
"16002","2009-05-19",1.49,0.183,11
"16033","2009-05-22",1.57,0.171,11
"16093","2009-05-28",0.603,0.0974,11
"16121","2009-05-31",1.57,0.0985,11
"16153","2009-06-03",2.49,0.105,11
"16182","2009-06-06",0.99,0.124,11
"16242","2009-06-12",1.14,0.112,11
"16271","2009-06-15",0.979,0.155,11
"16302","2009-06-18",0.689,0.121,11
"16362","2009-06-24",0.797,0.135,11
"16393","2009-06-27",1.06,0.0927,11
"16422","2009-06-30",0.703,0.121,11
"16513","2009-07-09",1.18,0.355,11
"16542","2009-07-12",0.868,0.0425,11
"16602","2009-07-18",1.25,0.135,11
"16873","2009-08-14",0.555,0.197,11
"17022","2009-08-29",0.736,0.102,11
"17051","2009-09-01",0.643,0.0849,11
"17113","2009-09-07",0.561,0.154,11
"17353","2009-10-01",0.699,0.194,11
"17382","2009-10-04",1.06,0.54,11
"17442","2009-10-10",1.15,0.209,11
"17473","2009-10-13",1.17,0.698,11
"17501","2009-10-16",1.52,0.631,11
"17532","2009-10-19",1.46,0.532,11
"17562","2009-10-22",1.76,0.487,11
"17593","2009-10-25",2.01,1.11,11
"17622","2009-10-28",1.01,0.411,11
"17653","2009-10-31",0.545,0.163,11
"17682","2009-11-03",2.18,0.641,11
"17713","2009-11-06",0.909,0.183,11
"17801","2009-11-15",2.26,0.913,11
"17862","2009-11-21",3.97,0.916,11
"17893","2009-11-24",5.49,1.59,11
"17922","2009-11-27",2.93,0.731,11
"17952","2009-11-30",2.66,0.773,11
"18013","2009-12-06",3,1.15,11
"18133","2009-12-18",0.861,0.247,11
"18162","2009-12-21",6.1,1.55,11
"18193","2009-12-24",4.43,1.39,11
"18222","2009-12-27",4.03,0.862,11
"18342","2010-01-08",9.33,1.91,11
"18373","2010-01-11",8.02,1.09,11
"18402","2010-01-14",2.54,0.611,11
"18433","2010-01-17",2.72,0.824,11
"18492","2010-01-23",4.93,1.54,11
"18553","2010-01-29",5.07,1.28,11
"18581","2010-02-01",4.17,3.42,11
"18641","2010-02-07",2.84,1.06,11
"18672","2010-02-10",2.98,2.12,11
"18702","2010-02-13",4.23,2.58,11
"18733","2010-02-16",3.47,2.69,11
"18762","2010-02-19",2.7,2.71,11
"18793","2010-02-22",2.25,0.971,11
"18822","2010-02-25",0.827,0.163,11
"18853","2010-02-28",1.42,1.44,11
"18882","2010-03-03",2.94,1.16,11
"18913","2010-03-06",0.761,0.229,11
"18942","2010-03-09",0.685,0.193,11
"19002","2010-03-15",1.11,0.8,11
"19033","2010-03-18",1.69,1.17,11
"19093","2010-03-24",0.884,0.165,11
"19122","2010-03-27",1.12,0.568,11
"19153","2010-03-30",0.864,0.456,11
"19182","2010-04-02",0.772,0.347,11
"19213","2010-04-05",1,0.397,11
"19242","2010-04-08",0.567,0.176,11
"19273","2010-04-11",0.928,0.319,11
"19332","2010-04-17",1.15,0.163,11
"19392","2010-04-23",0.589,0.193,11
"19453","2010-04-29",0.809,0.282,11
"19542","2010-05-08",1.09,0.188,11
"19573","2010-05-11",0.596,0.0696,11
"1007","2004-04-09",1.33,0.95,12
"1067","2004-04-15",1.29,0.255,12
"1127","2004-04-21",1.94,0.853,12
"1182","2004-04-27",1.83,0.348,12
"1247","2004-05-03",1.16,0.275,12
"1307","2004-05-09",1.65,0.438,12
"1361","2004-05-15",1.26,0.486,12
"1427","2004-05-21",0.804,0.383,12
"1482","2004-05-27",1.34,0.692,12
"1541","2004-06-02",1.35,0.446,12
"1604","2004-06-08",1.04,0.422,12
"1667","2004-06-14",1.28,0.307,12
"1722","2004-06-20",0.561,0.184,12
"1782","2004-06-26",1.15,0.36,12
"1842","2004-07-02",0.532,0.196,12
"1962","2004-07-14",1.19,0.957,12
"2021","2004-07-20",1.6,0.459,12
"2082","2004-07-26",0.973,0.325,12
"2141","2004-08-01",1.57,0.366,12
"2262","2004-08-13",1.22,0.337,12
"2322","2004-08-19",1.04,0.337,12
"2382","2004-08-25",1.24,0.268,12
"2442","2004-08-31",1.34,0.361,12
"2501","2004-09-06",0.876,0.38,12
"2562","2004-09-12",1.88,0.781,12
"2622","2004-09-18",1.37,0.288,12
"2681","2004-09-24",1.06,0.755,12
"2745","2004-09-30",0.882,0.48,12
"2801","2004-10-06",1.44,0.409,12
"2862","2004-10-12",1.88,0.501,12
"2924","2004-10-18",1.38,0.826,12
"3102","2004-11-05",1.01,0.402,12
"3164","2004-11-11",1.11,2.74,12
"3222","2004-11-17",0.7,3.98,12
"3342","2004-11-29",0.563,0.39,12
"3402","2004-12-05",0.819,3.83,12
"3461","2004-12-11",0.752,2.72,12
"3523","2004-12-17",0.654,0.318,12
"3583","2004-12-23",0.564,1.08,12
"3641","2004-12-29",0.573,0.482,12
"3761","2005-01-10",1.17,4.58,12
"3883","2005-01-22",1.96,5.01,12
"3943","2005-01-28",1.29,3.44,12
"4002","2005-02-03",0.886,0.216,12
"4063","2005-02-09",0.677,1.01,12
"4123","2005-02-15",0.992,6.23,12
"4183","2005-02-21",0.603,0.63,12
"4243","2005-02-27",0.759,1.3,12
"4362","2005-03-11",0.889,0.8,12
"4423","2005-03-17",1.02,1.77,12
"4543","2005-03-29",0.795,0.293,12
"4603","2005-04-04",0.894,0.376,12
"4723","2005-04-16",2.31,0.837,12
"4782","2005-04-22",0.916,1.1,12
"4843","2005-04-28",1.1,0.314,12
"4903","2005-05-04",1.8,0.353,12
"4962","2005-05-10",0.873,0.284,12
"5083","2005-05-22",1.22,0.402,12
"5202","2005-06-03",1.33,0.447,12
"5263","2005-06-09",0.995,0.443,12
"5322","2005-06-15",2.02,0.426,12
"5381","2005-06-21",2.77,0.365,12
"5443","2005-06-27",1.45,0.203,12
"5561","2005-07-09",1.56,0.405,12
"5622","2005-07-15",2.37,0.428,12
"5681","2005-07-21",1.72,0.366,12
"5743","2005-07-27",1.25,0.261,12
"5863","2005-08-08",1.44,0.742,12
"5922","2005-08-14",1.55,0.265,12
"605","2005-08-27",1.39,0.253,12
"6101","2005-09-01",1.69,0.561,12
"6161","2005-09-07",1.65,0.24,12
"6223","2005-09-13",1.07,0.361,12
"6283","2005-09-19",1.19,0.357,12
"6342","2005-09-25",1,0.257,12
"6403","2005-10-01",1.15,0.34,12
"6463","2005-10-07",1.18,0.257,12
"6522","2005-10-13",1.24,1.96,12
"666","2005-10-27",1.79,0.653,12
"6703","2005-10-31",1.77,0.508,12
"6763","2005-11-06",1.83,0.791,12
"6822","2005-11-12",0.969,1.43,12
"6883","2005-11-18",0.537,0.187,12
"6943","2005-11-24",0.775,1.95,12
"6992","2005-11-29",0.508,2.68,12
"7063","2005-12-06",0.553,2.41,12
"7123","2005-12-12",1.34,7.51,12
"7182","2005-12-18",0.987,4.69,12
"7242","2005-12-24",0.814,5.53,12
"942","2003-04-04",1.12,1.42,13
"995","2003-04-09",1.36,0.564,13
"1115","2003-04-21",1.17,0.725,13
"1175","2003-04-27",1.09,0.544,13
"1233","2003-05-03",0.586,0.241,13
"1295","2003-05-09",1.7,0.869,13
"1355","2003-05-15",2.02,0.883,13
"1415","2003-05-21",1.92,0.676,13
"1475","2003-05-27",2.43,0.742,13
"1535","2003-06-02",2.11,0.373,13
"1595","2003-06-08",2.28,0.372,13
"1655","2003-06-14",1.19,0.312,13
"1715","2003-06-20",1.42,0.416,13
"1835","2003-07-02",1.82,0.518,13
"1893","2003-07-08",1.62,0.515,13
"2015","2003-07-20",2.65,0.49,13
"2135","2003-08-01",1.7,1.28,13
"2313","2003-08-19",1.09,1.16,13
"2375","2003-08-25",1.47,0.342,13
"2435","2003-08-31",1.53,0.356,13
"2492","2003-09-06",1.71,0.382,13
"2613","2003-09-18",1.05,0.332,13
"2675","2003-09-24",0.506,1.02,13
"2733","2003-09-30",1.31,0.458,13
"2793","2003-10-06",1.25,0.541,13
"2853","2003-10-12",1.65,0.848,13
"2913","2003-10-18",1.27,0.713,13
"2973","2003-10-24",1.42,1.47,13
"3033","2003-10-30",1.22,1.18,13
"309","2003-11-05",0.644,2.65,13
"3153","2003-11-11",0.866,1.49,13
"3393","2003-12-05",1.04,2.9,13
"3451","2003-12-11",0.541,4.16,13
"3511","2003-12-17",0.548,1.06,13
"3572","2003-12-23",0.585,0.549,13
"3992","2004-02-03",0.526,2.29,13
"4111","2004-02-15",0.752,4.25,13
"4172","2004-02-21",0.948,3.1,13
"4232","2004-02-27",0.702,1.62,13
"4292","2004-03-04",0.873,2.06,13
"4352","2004-03-10",1.12,0.751,13
"4412","2004-03-16",1.07,0.842,13
"35","2005-02-04",1.23,0.367,14
"401","2005-02-09",0.662,1.13,14
"462","2005-02-15",0.969,6.17,14
"581","2005-02-27",0.84,1.2,14
"702","2005-03-11",0.825,1.46,14
"762","2005-03-17",0.892,1.3,14
"882","2005-03-29",0.752,0.201,14
"947","2005-04-04",1.01,0.26,14
"1128","2005-04-22",1.06,1.67,14
"1187","2005-04-28",1.19,0.318,14
"1248","2005-05-04",1.77,0.339,14
"1308","2005-05-10",0.867,0.197,14
"1362","2005-05-16",1.3,0.247,14
"1428","2005-05-22",1.24,0.385,14
"1484","2005-05-28",1.52,0.331,14
"1542","2005-06-03",1.33,0.47,14
"1727","2005-06-21",2.63,0.35,14
"1787","2005-06-27",1.3,0.197,14
"1871","2005-07-06",1.49,0.275,14
"1902","2005-07-09",1.46,0.343,14
"1965","2005-07-15",2.11,0.319,14
"2022","2005-07-21",1.56,0.238,14
"2085","2005-07-27",1.03,0.201,14
"2202","2005-08-08",1.48,0.987,14
"2267","2005-08-14",1.64,0.287,14
"2387","2005-08-26",1.43,0.297,14
"2447","2005-09-01",1.56,0.442,14
"2502","2005-09-07",1.59,0.308,14
"2564","2005-09-13",1.03,0.335,14
"2626","2005-09-19",1.16,0.294,14
"2747","2005-10-01",1.01,0.342,14
"2794","2005-10-06",1.06,0.195,14
"2865","2005-10-13",1.03,0.716,14
"2982","2005-10-25",2.07,0.355,14
"3104","2005-11-06",1.96,1.49,14
"3165","2005-11-12",0.876,0.895,14
"3282","2005-11-24",0.773,1.86,14
"3462","2005-12-12",1.1,5.03,14
"3524","2005-12-18",0.943,5.88,14
"3584","2005-12-24",0.583,3.44,14
"3642","2005-12-30",0.55,6.09,14
"3884","2006-01-23",0.596,0.237,14
"4003","2006-02-04",0.779,1.75,14
"4064","2006-02-10",1.21,2.1,14
"4184","2006-02-22",0.505,0.936,14
"4244","2006-02-28",0.688,0.947,14
"4302","2006-03-06",0.886,1.12,14
"4544","2006-03-30",0.685,0.796,14
"4783","2006-04-23",1.07,0.42,14
"4844","2006-04-29",1.21,0.503,14
"4904","2006-05-05",1.6,0.627,14
"4963","2006-05-11",1.73,0.574,14
"5031","2006-05-18",1.57,0.297,14
"5084","2006-05-23",0.719,0.257,14
"5143","2006-05-29",0.765,0.322,14
"521","2006-06-05",2.08,0.424,14
"5382","2006-06-22",1.76,0.408,14
"5502","2006-07-04",2.28,0.753,14
"5562","2006-07-10",1.33,0.296,14
"5623","2006-07-16",1.42,0.447,14
"5682","2006-07-22",2.21,0.162,14
"5744","2006-07-28",1.8,0.553,14
"5802","2006-08-03",1.51,0.311,14
"5864","2006-08-09",1.11,0.21,14
"5923","2006-08-15",1.28,0.264,14
"6041","2006-08-27",1.64,0.322,14
"6102","2006-09-02",1.26,0.265,14
"6162","2006-09-08",0.757,0.174,14
"6224","2006-09-14",1.35,0.191,14
"6284","2006-09-20",0.911,0.246,14
"6404","2006-10-02",1.61,0.373,14
"6464","2006-10-08",0.822,0.289,14
"6523","2006-10-14",0.593,0.316,14
"6704","2006-11-01",1.28,0.925,14
"6733","2006-11-04",1.52,1.12,14
"6823","2006-11-13",1.1,1.78,14
"6872","2006-11-18",1.12,1.51,14
"7064","2006-12-07",0.657,1.3,14
"7243","2006-12-25",0.738,5.94,14
"7303","2006-12-31",1.13,5.75,14
"7423","2007-01-12",0.619,0.607,14
"7482","2007-01-18",0.988,0.484,14
"7603","2007-01-30",0.661,2.06,14
"7723","2007-02-11",1.3,1.16,14
"341","2005-02-03",0.903,0.108,15
"402","2005-02-09",0.59,0.473,15
"467","2005-02-15",0.684,1.44,15
"582","2005-02-27",0.539,0.586,15
"707","2005-03-11",0.617,0.31,15
"768","2005-03-17",0.921,1.07,15
"827","2005-03-23",0.508,0.476,15
"887","2005-03-29",0.757,0.4,15
"1068","2005-04-16",2.16,0.565,15
"1188","2005-04-28",1.07,0.313,15
"12410","2005-05-04",1.6,0.344,15
"14210","2005-05-22",1.18,0.261,15
"1487","2005-05-28",1.58,0.225,15
"1547","2005-06-03",1.33,0.494,15
"1668","2005-06-15",2.25,0.572,15
"1728","2005-06-21",2.94,0.34,15
"1905","2005-07-09",1.49,0.353,15
"1967","2005-07-15",2.2,0.374,15
"2027","2005-07-21",1.68,0.512,15
"2268","2005-08-14",1.08,0.208,15
"2325","2005-08-20",0.85,0.109,15
"2388","2005-08-26",1.4,0.287,15
"2565","2005-09-13",0.972,0.308,15
"2627","2005-09-19",1.12,0.277,15
"2682","2005-09-25",0.994,0.22,15
"2802","2005-10-07",1.35,0.329,15
"2925","2005-10-19",0.562,0.931,15
"2985","2005-10-25",2.34,0.205,15
"3042","2005-10-31",1.82,0.308,15
"3105","2005-11-06",1.26,0.481,15
"3167","2005-11-12",1.05,0.718,15
"3284","2005-11-24",0.788,0.956,15
"3463","2005-12-12",0.829,1.81,15
"3525","2005-12-18",0.772,1.8,15
"3643","2005-12-30",0.66,1.76,15
"3944","2006-01-29",0.638,3.14,15
"4004","2006-02-04",0.782,0.638,15
"4065","2006-02-10",1.06,2.69,15
"4124","2006-02-16",1.15,1.95,15
"4245","2006-02-28",0.754,0.623,15
"4303","2006-03-06",0.867,1.36,15
"4424","2006-03-18",0.633,0.535,15
"4482","2006-03-24",1.34,0.254,15
"4545","2006-03-30",0.732,0.699,15
"4663","2006-04-11",0.802,0.454,15
"4724","2006-04-17",0.84,0.403,15
"4784","2006-04-23",1.1,0.441,15
"4845","2006-04-29",1.15,0.526,15
"4905","2006-05-05",1.48,0.671,15
"4964","2006-05-11",1.69,0.563,15
"5144","2006-05-29",0.902,0.374,15
"5203","2006-06-04",2.08,0.379,15
"5264","2006-06-10",1.14,0.224,15
"5323","2006-06-16",1.02,0.289,15
"5503","2006-07-04",2.34,0.839,15
"5563","2006-07-10",1.4,0.411,15
"5624","2006-07-16",1.37,0.469,15
"5683","2006-07-22",2.1,0.2,15
"5803","2006-08-03",1.47,0.355,15
"588","2006-08-11",1.12,0.315,15
"593","2006-08-16",1.31,0.39,15
"5982","2006-08-21",1.58,0.412,15
"6042","2006-08-27",1.69,0.333,15
"6143","2006-09-06",1.18,0.106,15
"6225","2006-09-14",1.33,0.163,15
"6285","2006-09-20",0.924,0.303,15
"6465","2006-10-08",0.892,0.259,15
"6524","2006-10-14",0.674,0.437,15
"6582","2006-10-20",0.877,0.189,15
"6884","2006-11-19",0.613,0.195,15
"6944","2006-11-25",1.57,0.407,15
"7153","2006-12-16",0.887,0.713,15
"7304","2006-12-31",1.15,6.41,15
"1116","2003-04-21",1.21,0.685,16
"1176","2003-04-27",1.16,0.491,16
"1235","2003-05-03",0.653,0.223,16
"1296","2003-05-09",1.64,0.798,16
"1416","2003-05-21",1.99,0.546,16
"1476","2003-05-27",2.51,0.639,16
"1536","2003-06-02",2.05,0.347,16
"1596","2003-06-08",2.26,0.334,16
"1716","2003-06-20",1.27,0.303,16
"1772","2003-06-26",1.17,0.428,16
"1836","2003-07-02",1.84,0.504,16
"1895","2003-07-08",1.72,0.512,16
"1955","2003-07-14",2.08,0.529,16
"2016","2003-07-20",2.59,0.484,16
"2073","2003-07-26",1.57,0.542,16
"2192","2003-08-07",1.7,0.488,16
"2315","2003-08-19",1.2,0.662,16
"2376","2003-08-25",1.48,0.361,16
"2676","2003-09-24",0.665,0.872,16
"2735","2003-09-30",1.43,0.407,16
"2795","2003-10-06",1.22,0.351,16
"2854","2003-10-12",1.73,0.487,16
"2915","2003-10-18",1.35,0.443,16
"2975","2003-10-24",1.38,0.679,16
"3035","2003-10-30",1.28,1.13,16
"3092","2003-11-05",0.697,2.13,16
"3395","2003-12-05",1.32,2.38,16
"3452","2003-12-11",0.709,4.13,16
"3512","2003-12-17",0.549,1.09,16
"3573","2003-12-23",0.732,0.371,16
"3752","2004-01-10",0.66,0.306,16
"3811","2004-01-16",1.04,2.14,16
"3872","2004-01-22",1.07,0.465,16
"3993","2004-02-03",0.696,1.73,16
"4112","2004-02-15",0.822,4.04,16
"4173","2004-02-21",0.968,2.48,16
"4233","2004-02-27",0.776,2.15,16
"4293","2004-03-04",0.868,2.06,16
"4353","2004-03-10",1.05,0.539,16
"4413","2004-03-16",1.17,0.469,16
"4472","2004-03-22",2.03,0.3,16
"4532","2004-03-28",0.669,0.515,16
"4591","2004-04-03",0.846,1.07,16
"4651","2004-04-09",1.42,0.893,16
"4711","2004-04-15",1.35,0.287,16
"4772","2004-04-21",2.05,1.12,16
"4831","2004-04-27",1.97,0.407,16
"4951","2004-05-09",1.71,0.475,16
"5012","2004-05-15",1.25,0.493,16
"5041","2004-05-18",0.872,0.394,16
"5131","2004-05-27",1.37,0.726,16
"5191","2004-06-02",1.41,0.418,16
"5251","2004-06-08",1.09,0.399,16
"5311","2004-06-14",1.39,0.396,16
"5371","2004-06-20",0.627,0.2,16
"5431","2004-06-26",1.18,0.285,16
"587","2000-02-27",0.939333333333333,1.45766666666667,17
"641","2000-03-04",0.901666666666667,0.975,17
"888","2000-03-28",1.03233333333333,1.61966666666667,17
"948","2000-04-03",1.26933333333333,0.822766666666667,17
"972","2000-04-06",1.12366666666667,0.4208,17
"1008","2000-04-09",1.16566666666667,0.3948,17
"1031","2000-04-12",0.821866666666667,0.31342,17
"11210","2000-04-21",0.899066666666667,0.502033333333333,17
"1152","2000-04-24",1.242,0.520366666666667,17
"12411","2000-05-03",0.69376,0.249026666666667,17
"13010","2000-05-09",0.562616666666667,0.374166666666667,17
"1332","2000-05-12",0.8771,0.339466666666667,17
"1367","2000-05-15",0.974333333333333,0.5595,17
"14211","2000-05-21",1.01883333333333,0.304233333333333,17
"1548","2000-06-02",1.436,0.397366666666667,17
"163","2000-06-11",0.9566,0.3109,17
"16610","2000-06-14",1.24833333333333,0.383433333333333,17
"1691","2000-06-17",1.62466666666667,0.540366666666667,17
"17210","2000-06-20",1.05333333333333,0.294866666666667,17
"1752","2000-06-23",1.51066666666667,0.287033333333333,17
"1788","2000-06-26",1.091,0.2061,17
"1811","2000-06-29",0.81906,0.374333333333333,17
"1847","2000-07-02",1.82133333333333,0.639133333333333,17
"1872","2000-07-05",0.769,0.256366666666667,17
"1907","2000-07-08",1.32866666666667,0.261966666666667,17
"1931","2000-07-11",0.69807,0.192466666666667,17
"1968","2000-07-14",1.24266666666667,0.2316,17
"1991","2000-07-17",0.978466666666667,0.193366666666667,17
"2028","2000-07-20",1.58833333333333,0.356833333333333,17
"2087","2000-07-26",2.10366666666667,0.347233333333333,17
"2111","2000-07-29",1.48716333333333,0.384616666666667,17
"2171","2000-08-04",1.714,0.3273,17
"2207","2000-08-07",1.883,0.3312,17
"2231","2000-08-10",1.3,0.1959,17
"2291","2000-08-16",1.83,0.248,17
"2327","2000-08-19",1.98,0.25,17
"2351","2000-08-22",1.57,0.373,17
"23810","2000-08-25",1.4,0.351,17
"2411","2000-08-28",1.29,0.296,17
"2448","2000-08-31",1.42,0.237,17
"2651","2000-09-21",2,0.432,17
"2687","2000-09-24",0.756,0.228,17
"2711","2000-09-27",2.02,0.39,17
"2748","2000-09-30",2.46,0.296,17
"2771","2000-10-03",3.04,0.472,17
"2807","2000-10-06",2.25,0.383,17
"2831","2000-10-09",0.782,0.0975,17
"2867","2000-10-12",0.965,1.46,17
"2895","2000-10-15",1.2,0.989,17
"2927","2000-10-18",1.8,0.296,17
"3045","2000-10-30",0.967,1.12,17
"3074","2000-11-02",0.607,3.31,17
"3107","2000-11-05",1.15,4.05,17
"3132","2000-11-08",0.949,1.73,17
"3168","2000-11-11",0.531,1.55,17
"3255","2000-11-20",0.701,2.07,17
"3285","2000-11-23",0.955,5.99,17
"3312","2000-11-26",0.751,4.17,17
"3344","2000-11-29",3.56,3.02,17
"3371","2000-12-02",1.37,1.21,17
"3404","2000-12-05",1.53,1.47,17
"3434","2000-12-08",1.46,4.61,17
"3464","2000-12-11",1.33,6.24,17
"3491","2000-12-14",0.926,2.88,17
"3527","2000-12-17",0.853,4.91,17
"3554","2000-12-20",0.726,3.44,17
"3644","2000-12-29",1.01,4.64,17
"3673","2001-01-01",1.1,4.44,17
"3701","2001-01-04",0.747,0.712,17
"3731","2001-01-07",2.18,6.87,17
"3762","2001-01-10",1.39,4.82,17
"3822","2001-01-16",0.845,2.88,17
"3853","2001-01-19",1.17,3.27,17
"3885","2001-01-22",0.812,0.457,17
"4005","2001-02-03",0.807,3.94,17
"4034","2001-02-06",1.2,1.55,17
"4066","2001-02-09",0.859,1.96,17
"4094","2001-02-12",0.892,1.76,17
"4154","2001-02-18",1.1,5.57,17
"4185","2001-02-21",0.667,2.7,17
"4214","2001-02-24",0.669,0.749,17
"4246","2001-02-27",0.59,0.853,17
"4274","2001-03-02",0.637,1.95,17
"4304","2001-03-05",1.54,0.826,17
"4334","2001-03-08",0.848,5.24,17
"4363","2001-03-11",0.666,2.68,17
"4394","2001-03-14",0.931,1.39,17
"4425","2001-03-17",0.722,0.433,17
"4454","2001-03-20",1.31,0.699,17
"4483","2001-03-23",0.844,0.371,17
"4514","2001-03-26",1.23,0.814,17
"4546","2001-03-29",1.35,0.736,17
"4572","2001-04-01",1.36,0.745,17
"4604","2001-04-04",1.21,0.658,17
"4694","2001-04-13",1.24,1.78,17
"4725","2001-04-16",1.23,0.807,17
"4753","2001-04-19",1.34,0.834,17
"4814","2001-04-25",1.12,0.277,17
"4873","2001-05-01",1.45,0.494,17
"4934","2001-05-07",1.13,0.569,17
"4965","2001-05-10",1.72,0.456,17
"4994","2001-05-13",1.84,0.386,17
"5054","2001-05-19",0.989,0.255,17
"5085","2001-05-22",2.41,1.03,17
"5252","2001-06-08",1.62,0.474,17
"5292","2001-06-12",1.43,0.468,17
"5324","2001-06-15",0.895,0.399,17
"5353","2001-06-18",2.11,0.461,17
"5383","2001-06-21",1.38,0.372,17
"5413","2001-06-24",1.95,0.388,17
"5444","2001-06-27",1.69,0.521,17
"5472","2001-06-30",2.48,0.43,17
"5504","2001-07-03",1.42,0.221,17
"5564","2001-07-09",1.69,0.509,17
"5625","2001-07-15",1.6,0.288,17
"5653","2001-07-18",2.82,0.461,17
"5684","2001-07-21",3.38,0.39,17
"5804","2001-08-02",1.75,0.279,17
"5833","2001-08-05",1.29,0.233,17
"5865","2001-08-08",2.3,0.32,17
"5892","2001-08-11",1.24,0.256,17
"5924","2001-08-14",1.47,0.28,17
"5951","2001-08-17",1.53,0.427,17
"5983","2001-08-20",1.61,0.257,17
"6073","2001-08-29",1.92,0.714,17
"6103","2001-09-01",1.76,0.56,17
"6193","2001-09-10",2.26,0.546,17
"6226","2001-09-13",1.52,0.246,17
"6286","2001-09-19",1.24,0.376,17
"6312","2001-09-22",1.41,0.384,17
"6343","2001-09-25",1.62,0.276,17
"6433","2001-10-04",1.34,0.471,17
"6466","2001-10-07",1.17,0.325,17
"6554","2001-10-16",0.854,0.492,17
"6583","2001-10-19",1.39,0.547,17
"6612","2001-10-22",1.18,0.529,17
"6642","2001-10-25",1.39,0.661,17
